body_Z	body_Y	body_X	chain_1_segment_1_Y	chain_1_segment_1_Z	chain_1_segment_1_X	chain_1_segment_2_Y	chain_1_segment_2_Z	chain_1_segment_2_X	chain_1_segment_3_Y	chain_1_segment_3_Z	chain_1_segment_3_X	chain_1_segment_4_Z	chain_1_segment_4_Y	chain_1_segment_4_X	chain_2_segment_1_Y	chain_2_segment_1_Z	chain_2_segment_1_X	chain_2_segment_2_Y	chain_2_segment_2_Z	chain_2_segment_2_X	chain_2_segment_3_Y	chain_2_segment_3_Z	chain_2_segment_3_X	chain_2_segment_4_Z	chain_2_segment_4_Y	chain_2_segment_4_X
8.189405e+001	9.970205e-001	-8.200030e+001	7.467837e+001	6.924865e+000	-1.864059e+002	-7.637920e+001	0	-1.860104e+002	-4.068084e+001	0	0	5.958243e+000	-9.207556e+000	0	8.414279e+001	-1.045086e+001	-1.916516e+002	-1.403906e+002	0	-2.364573e+002	-3.791733e+001	5.309549e-014	0	2.461130e+001	2.326290e+001	0
8.189279e+001	1.319568e+000	-8.174749e+001	7.459533e+001	7.063398e+000	-1.862140e+002	-7.699726e+001	0	-1.861112e+002	-4.128170e+001	-2.710537e-014	0	5.584787e+000	-9.386972e+000	0	8.400322e+001	-1.026096e+001	-1.910866e+002	-1.396806e+002	-6.020875e-014	-2.352794e+002	-3.983697e+001	5.390158e-014	0	2.772942e+001	2.439914e+001	0
8.189126e+001	1.631518e+000	-8.149219e+001	7.452274e+001	7.204784e+000	-1.860407e+002	-7.761038e+001	1.406415e-014	-1.862045e+002	-4.184815e+001	-2.719861e-014	0	5.213132e+000	-9.597292e+000	0	8.385002e+001	-1.005921e+001	-1.904542e+002	-1.389409e+002	3.015336e-014	-2.339588e+002	-4.188382e+001	0	0	3.073170e+001	2.539954e+001	0
8.188936e+001	1.931843e+000	-8.123695e+001	7.446188e+001	7.348170e+000	-1.858838e+002	-7.821616e+001	0	-1.862907e+002	-4.237189e+001	-2.727880e-014	0	4.845489e+000	-9.839670e+000	0	8.368348e+001	-9.848840e+000	-1.897624e+002	-1.381734e+002	-3.019907e-014	-2.325051e+002	-4.406745e+001	-2.789551e-014	0	3.360323e+001	2.625264e+001	0
8.188708e+001	2.219670e+000	-8.098416e+001	7.441372e+001	7.492791e+000	-1.857409e+002	-7.881258e+001	1.418229e-014	-1.863706e+002	-4.284587e+001	2.734594e-014	0	4.483755e+000	-1.011496e+001	0	8.350428e+001	-9.633074e+000	-1.890195e+002	-1.373805e+002	3.024145e-014	-2.309294e+002	-4.639702e+001	0	0	3.632209e+001	2.694538e+001	0
8.188442e+001	2.494293e+000	-8.073605e+001	7.437897e+001	7.637972e+000	-1.856097e+002	-7.939803e+001	-2.846984e-014	-1.864453e+002	-4.326430e+001	2.740034e-014	0	4.129529e+000	-1.042370e+001	0	8.331338e+001	-9.415068e+000	-1.882339e+002	-1.365646e+002	-6.056070e-014	-2.292449e+002	-4.888022e+001	-1.159098e-013	0	3.885750e+001	2.746363e+001	0
8.188143e+001	2.755163e+000	-8.049462e+001	7.435804e+001	7.783126e+000	-1.854879e+002	-7.997125e+001	1.428247e-014	-1.865161e+002	-4.362260e+001	2.744253e-014	0	3.784122e+000	-1.076603e+001	0	8.311203e+001	-9.197846e+000	-1.874137e+002	-1.357285e+002	3.031556e-014	-2.274666e+002	-5.152176e+001	-5.908131e-014	0	4.116847e+001	2.779350e+001	0
8.187821e+001	3.001898e+000	-8.026168e+001	7.435106e+001	7.927758e+000	-1.853731e+002	-8.053132e+001	0	-1.865844e+002	-4.391735e+001	2.747325e-014	0	3.448583e+000	-1.114176e+001	0	8.290169e+001	-8.984253e+000	-1.865669e+002	-1.348754e+002	-3.034683e-014	-2.256113e+002	-5.432171e+001	0	0	4.320346e+001	2.792355e+001	0
8.187490e+001	3.234273e+000	-8.003876e+001	7.435792e+001	8.071457e+000	-1.852630e+002	-8.107760e+001	2.872141e-014	-1.866512e+002	-4.414623e+001	5.498677e-014	0	3.123721e+000	-1.155038e+001	0	8.268403e+001	-8.776905e+000	-1.857012e+002	-1.340089e+002	3.037387e-014	-2.236978e+002	-5.727372e+001	6.124833e-014	0	4.490214e+001	2.784801e+001	0
8.187167e+001	3.452216e+000	-7.982717e+001	7.437823e+001	8.213893e+000	-1.851555e+002	-8.160974e+001	0	-1.867179e+002	-4.430783e+001	-5.500782e-014	0	2.810140e+000	-1.199106e+001	0	8.246081e+001	-8.578156e+000	-1.848239e+002	-1.331331e+002	0	-2.217464e+002	-6.036343e+001	-6.220322e-014	0	4.619985e+001	2.757054e+001	0
8.186870e+001	3.655802e+000	-7.962797e+001	7.441139e+001	8.354810e+000	-1.850482e+002	-8.212758e+001	0	-1.867854e+002	-4.440161e+001	0	0	2.508264e+000	-1.246272e+001	0	8.223389e+001	-8.390082e+000	-1.839420e+002	-1.322526e+002	0	-2.197786e+002	-6.356746e+001	0	0	4.703538e+001	2.710794e+001	0
8.186624e+001	3.845239e+000	-7.944198e+001	7.445657e+001	8.494022e+000	-1.849393e+002	-8.263115e+001	1.443286e-014	-1.868543e+002	-4.442768e+001	2.750031e-014	0	2.218365e+000	-1.296412e+001	0	8.200512e+001	-8.214462e+000	-1.830618e+002	-1.313725e+002	-3.042687e-014	-2.178161e+002	-6.685340e+001	6.363581e-014	0	4.736160e+001	2.649265e+001	0
8.186450e+001	4.020861e+000	-7.926978e+001	7.451278e+001	8.631400e+000	-1.848265e+002	-8.312065e+001	-1.444482e-014	-1.869253e+002	-4.438671e+001	-2.748836e-014	0	1.940590e+000	-1.349386e+001	0	8.177638e+001	-8.052774e+000	-1.821893e+002	-1.304981e+002	-3.043453e-014	-2.158807e+002	-7.018100e+001	0	0	4.715697e+001	2.577284e+001	0
8.186374e+001	4.183109e+000	-7.911174e+001	7.457889e+001	8.766872e+000	-1.847081e+002	-8.359633e+001	-4.335299e-014	-1.869985e+002	-4.427977e+001	0	0	1.674983e+000	-1.405049e+001	0	8.154946e+001	-7.906202e+000	-1.813299e+002	-1.296354e+002	0	-2.139929e+002	-7.350472e+001	0	0	4.643509e+001	2.500901e+001	0
8.186420e+001	4.332522e+000	-7.896803e+001	7.465363e+001	8.900411e+000	-1.845823e+002	-8.405856e+001	0	-1.870739e+002	-4.410821e+001	0	0	1.421501e+000	-1.463253e+001	0	8.132609e+001	-7.775641e+000	-1.804886e+002	-1.287902e+002	3.043483e-014	-2.121717e+002	-7.677716e+001	0	0	4.524856e+001	2.426710e+001	0
8.186613e+001	4.469714e+000	-7.883862e+001	7.473565e+001	9.032028e+000	-1.844475e+002	-8.450771e+001	0	-1.871512e+002	-4.387354e+001	0	0	1.180028e+000	-1.523853e+001	0	8.110785e+001	-7.661708e+000	-1.796697e+002	-1.279687e+002	0	-2.104335e+002	-7.995296e+001	0	0	4.368485e+001	2.360930e+001	0
8.186976e+001	4.595363e+000	-7.872336e+001	7.482354e+001	9.161766e+000	-1.843023e+002	-8.494419e+001	1.443791e-014	-1.872300e+002	-4.357734e+001	-2.739752e-014	0	9.503888e-001	-1.586713e+001	0	8.089621e+001	-7.564762e+000	-1.788772e+002	-1.271768e+002	0	-2.087919e+002	-8.299226e+001	0	0	4.185448e+001	2.308491e+001	0
8.187531e+001	4.710194e+000	-7.862190e+001	7.491588e+001	9.289696e+000	-1.841455e+002	-8.536838e+001	0	-1.873094e+002	-4.322119e+001	-2.736895e-014	0	7.323513e-001	-1.651703e+001	0	8.069248e+001	-7.484917e+000	-1.781144e+002	-1.264203e+002	0	-2.072572e+002	-8.586325e+001	0	0	3.987485e+001	2.272400e+001	0
8.188299e+001	4.814960e+000	-7.853383e+001	7.501125e+001	9.415910e+000	-1.839759e+002	-8.578064e+001	-2.881342e-014	-1.873886e+002	-4.280658e+001	-2.733978e-014	0	5.256351e-001	-1.718706e+001	0	8.049779e+001	-7.422063e+000	-1.773843e+002	-1.257047e+002	0	-2.058366e+002	-8.854348e+001	-6.204170e-014	0	3.785459e+001	2.253557e+001	0
8.189299e+001	4.910429e+000	-7.845861e+001	7.510825e+001	9.540515e+000	-1.837927e+002	-8.618129e+001	0	-1.874666e+002	-4.233490e+001	-2.731075e-014	0	3.299148e-001	-1.787616e+001	0	8.031311e+001	-7.375886e+000	-1.766895e+002	-1.250348e+002	6.073387e-014	-2.045339e+002	-9.101982e+001	6.125176e-014	0	3.588264e+001	2.251009e+001	0
8.190547e+001	4.997370e+000	-7.839563e+001	7.520556e+001	9.663632e+000	-1.835952e+002	-8.657062e+001	-4.308506e-014	-1.875421e+002	-4.180743e+001	2.728249e-014	0	1.448236e-001	-1.858338e+001	0	8.013922e+001	-7.345887e+000	-1.760320e+002	-1.244148e+002	0	-2.033502e+002	-9.328758e+001	-1.208849e-013	0	3.402359e+001	2.262490e+001	0
8.192059e+001	5.076539e+000	-7.834423e+001	7.530194e+001	9.785389e+000	-1.833828e+002	-8.694885e+001	1.433514e-014	-1.876140e+002	-4.122530e+001	0	0	-3.004132e-002	-1.930789e+001	0	7.997671e+001	-7.331396e+000	-1.754135e+002	-1.238483e+002	-6.065578e-014	-2.022838e+002	-9.534898e+001	-1.192991e-013	0	3.231854e+001	2.285024e+001	0
8.193847e+001	5.148665e+000	-7.830370e+001	7.539626e+001	9.905922e+000	-1.831553e+002	-8.731618e+001	0	-1.876808e+002	-4.058956e+001	5.446062e-014	0	-1.951115e-001	-2.004890e+001	0	7.982602e+001	-7.331596e+000	-1.748355e+002	-1.233378e+002	-6.061902e-014	-2.013310e+002	-9.721141e+001	5.890214e-014	0	3.078906e+001	2.315444e+001	0
8.195923e+001	5.214444e+000	-7.827331e+001	7.548751e+001	1.002537e+001	-1.829125e+002	-8.767275e+001	1.427619e-014	-1.877413e+002	-3.990117e+001	0	0	-3.508368e-001	-2.080572e+001	0	7.968737e+001	-7.345540e+000	-1.742988e+002	-1.228853e+002	3.029308e-014	-2.004863e+002	-9.888582e+001	0	0	2.944239e+001	2.350759e+001	0
8.198296e+001	5.274531e+000	-7.825234e+001	7.557484e+001	1.014387e+001	-1.826545e+002	-8.801868e+001	-1.424463e-014	-1.877941e+002	-3.916108e+001	0	0	-4.976715e-001	-2.157763e+001	0	7.956087e+001	-7.372162e+000	-1.738042e+002	-1.224918e+002	3.027939e-014	-1.997429e+002	-1.003853e+002	0	0	2.827630e+001	2.388356e+001	0
8.200974e+001	5.329530e+000	-7.824005e+001	7.565751e+001	1.026158e+001	-1.823815e+002	-8.835407e+001	-1.421217e-014	-1.878378e+002	-3.837026e+001	0	0	-6.360557e-001	-2.236394e+001	0	7.944643e+001	-7.410301e+000	-1.733521e+002	-1.221572e+002	6.053821e-014	-1.990931e+002	-1.017239e+002	0	0	2.728291e+001	2.426081e+001	0
8.203963e+001	5.379995e+000	-7.823572e+001	7.573498e+001	1.037862e+001	-1.820938e+002	-8.867902e+001	2.835833e-014	-1.878709e+002	-3.752977e+001	-2.715080e-014	0	-7.663936e-001	-2.316387e+001	0	7.934385e+001	-7.458708e+000	-1.729425e+002	-1.218810e+002	0	-1.985287e+002	-1.029160e+002	5.672055e-014	0	2.645142e+001	2.462245e+001	0
8.207267e+001	5.426424e+000	-7.823865e+001	7.580684e+001	1.049514e+001	-1.817920e+002	-8.899362e+001	1.414592e-014	-1.878921e+002	-3.664087e+001	5.427232e-014	0	-8.890270e-001	-2.397658e+001	0	7.925277e+001	-7.516072e+000	-1.725752e+002	-1.216616e+002	3.026070e-014	-1.980412e+002	-1.039756e+002	-5.641836e-014	0	2.576991e+001	2.495581e+001	0
8.210886e+001	5.469264e+000	-7.824817e+001	7.587285e+001	1.061129e+001	-1.814767e+002	-8.929801e+001	1.411271e-014	-1.879000e+002	-3.570504e+001	-2.712313e-014	0	-1.004206e+000	-2.480106e+001	0	7.917276e+001	-7.581024e+000	-1.722498e+002	-1.214970e+002	-3.026318e-014	-1.976219e+002	-1.049163e+002	0	0	2.522634e+001	2.525191e+001	0
8.214822e+001	5.508908e+000	-7.826364e+001	7.593292e+001	1.072720e+001	-1.811486e+002	-8.959233e+001	-2.815954e-014	-1.878932e+002	-3.472408e+001	2.711127e-014	0	-1.112054e+000	-2.563618e+001	0	7.910323e+001	-7.652163e+000	-1.719653e+002	-1.213841e+002	0	-1.972624e+002	-1.057509e+002	-5.610969e-014	0	2.480909e+001	2.550479e+001	0
8.219070e+001	5.545701e+000	-7.828447e+001	7.598710e+001	1.084301e+001	-1.808088e+002	-8.987680e+001	1.404729e-014	-1.878702e+002	-3.370020e+001	2.710001e-014	0	-1.212538e+000	-2.648057e+001	0	7.904356e+001	-7.728064e+000	-1.717208e+002	-1.213198e+002	0	-1.969545e+002	-1.064915e+002	5.609420e-014	0	2.450712e+001	2.571102e+001	0
8.223625e+001	5.579946e+000	-7.831006e+001	7.603557e+001	1.095887e+001	-1.804581e+002	-9.015167e+001	-1.401545e-014	-1.878296e+002	-3.263603e+001	-2.708873e-014	0	-1.305421e+000	-2.733266e+001	0	7.899300e+001	-7.807299e+000	-1.715147e+002	-1.213003e+002	3.029801e-014	-1.966904e+002	-1.071497e+002	0	0	2.431004e+001	2.586917e+001	0
8.228479e+001	5.611908e+000	-7.833990e+001	7.607865e+001	1.107491e+001	-1.800976e+002	-9.041729e+001	-1.398436e-014	-1.877697e+002	-3.153472e+001	0	0	-1.390237e+000	-2.819064e+001	0	7.895079e+001	-7.888452e+000	-1.713455e+002	-1.213214e+002	6.063643e-014	-1.964628e+002	-1.077364e+002	0	0	2.420798e+001	2.597943e+001	0
8.233621e+001	5.641821e+000	-7.837347e+001	7.611676e+001	1.119129e+001	-1.797285e+002	-9.067407e+001	0	-1.876889e+002	-3.039995e+001	0	0	-1.466239e+000	-2.905242e+001	0	7.891608e+001	-7.970132e+000	-1.712110e+002	-1.213787e+002	-3.034222e-014	-1.962648e+002	-1.082623e+002	-5.651934e-014	0	2.419148e+001	2.604327e+001	0
8.239037e+001	5.669899e+000	-7.841029e+001	7.615041e+001	1.130814e+001	-1.793518e+002	-9.092251e+001	0	-1.875856e+002	-2.923598e+001	-5.409548e-014	0	-1.532372e+000	-2.991570e+001	0	7.888800e+001	-8.050994e+000	-1.711091e+002	-1.214677e+002	-3.036965e-014	-1.960900e+002	-1.087377e+002	-5.678988e-014	0	2.425136e+001	2.606316e+001	0
8.244710e+001	5.696338e+000	-7.844992e+001	7.618018e+001	1.142562e+001	-1.789689e+002	-9.116319e+001	-1.389640e-014	-1.874580e+002	-2.804761e+001	-2.702932e-014	0	-1.587234e+000	-3.077789e+001	0	7.886565e+001	-8.129750e+000	-1.710372e+002	-1.215838e+002	0	-1.959326e+002	-1.091726e+002	1.142190e-013	0	2.437860e+001	2.604235e+001	0
8.250620e+001	5.721327e+000	-7.849193e+001	7.620672e+001	1.154387e+001	-1.785809e+002	-9.139678e+001	0	-1.873040e+002	-2.684019e+001	-5.401481e-014	0	-1.629050e+000	-3.163623e+001	0	7.884813e+001	-8.205187e+000	-1.709925e+002	-1.217223e+002	6.086628e-014	-1.957875e+002	-1.095771e+002	0	0	2.456428e+001	2.598463e+001	0
8.256744e+001	5.745056e+000	-7.853592e+001	7.623071e+001	1.166305e+001	-1.781891e+002	-9.162406e+001	1.384245e-014	-1.871216e+002	-2.561958e+001	2.698146e-014	0	-1.655647e+000	-3.248774e+001	0	7.883451e+001	-8.276177e+000	-1.709719e+002	-1.218787e+002	0	-1.956499e+002	-1.099608e+002	0	0	2.479951e+001	2.589420e+001	0
8.263059e+001	5.767720e+000	-7.858148e+001	7.625284e+001	1.178330e+001	-1.777947e+002	-9.184585e+001	-2.763367e-014	-1.869086e+002	-2.439205e+001	0	0	-1.664449e+000	-3.332932e+001	0	7.882389e+001	-8.341695e+000	-1.709723e+002	-1.220485e+002	0	-1.955155e+002	-1.103333e+002	0	0	2.507546e+001	2.577546e+001	0
8.269536e+001	5.789523e+000	-7.862825e+001	7.627384e+001	1.190480e+001	-1.773988e+002	-9.206307e+001	1.379205e-014	-1.866627e+002	-2.316423e+001	0	0	-1.652478e+000	-3.415776e+001	0	7.881536e+001	-8.400826e+000	-1.709900e+002	-1.222276e+002	-3.054408e-014	-1.953807e+002	-1.107035e+002	-5.869318e-014	0	2.538331e+001	2.563291e+001	0
8.276147e+001	5.810686e+000	-7.867585e+001	7.629440e+001	1.202767e+001	-1.770025e+002	-9.227667e+001	-1.376802e-014	-1.863815e+002	-2.194299e+001	2.687585e-014	0	-1.616384e+000	-3.496982e+001	0	7.880806e+001	-8.452778e+000	-1.710217e+002	-1.224119e+002	-6.116781e-014	-1.952421e+002	-1.110802e+002	-5.912171e-014	0	2.571439e+001	2.547101e+001	0
8.282863e+001	5.831446e+000	-7.872391e+001	7.631519e+001	1.215208e+001	-1.766069e+002	-9.248768e+001	-1.374468e-014	-1.860626e+002	-2.073530e+001	0	0	-1.552492e+000	-3.576230e+001	0	7.880113e+001	-8.496893e+000	-1.710635e+002	-1.225977e+002	3.062473e-014	-1.950969e+002	-1.114712e+002	0	0	2.606019e+001	2.529407e+001	0
8.289653e+001	5.852060e+000	-7.877207e+001	7.633682e+001	1.227816e+001	-1.762131e+002	-9.269713e+001	1.372193e-014	-1.857035e+002	-1.954812e+001	2.678150e-014	0	-1.456886e+000	-3.653205e+001	0	7.879376e+001	-8.532648e+000	-1.711120e+002	-1.227816e+002	3.066641e-014	-1.949427e+002	-1.118837e+002	0	0	2.641249e+001	2.510621e+001	0
8.296485e+001	5.872803e+000	-7.881997e+001	7.635988e+001	1.240605e+001	-1.758218e+002	-9.290607e+001	-2.739938e-014	-1.853019e+002	-1.838823e+001	-2.672777e-014	0	-1.325529e+000	-3.727605e+001	0	7.878517e+001	-8.559669e+000	-1.711633e+002	-1.229606e+002	0	-1.947776e+002	-1.123239e+002	-6.036669e-014	0	2.676346e+001	2.491127e+001	0
8.303331e+001	5.893969e+000	-7.886723e+001	7.638487e+001	1.253589e+001	-1.754339e+002	-9.311553e+001	2.735572e-014	-1.848557e+002	-1.726212e+001	5.334064e-014	0	-1.154425e+000	-3.799142e+001	0	7.877463e+001	-8.577726e+000	-1.712139e+002	-1.231319e+002	3.075189e-014	-1.945997e+002	-1.127965e+002	6.074890e-014	0	2.710581e+001	2.471282e+001	0
8.310160e+001	5.915867e+000	-7.891350e+001	7.641221e+001	1.266779e+001	-1.750499e+002	-9.332651e+001	-4.096906e-014	-1.843631e+002	-1.617584e+001	0	0	-9.398341e-001	-3.867551e+001	0	7.876144e+001	-8.586741e+000	-1.712603e+002	-1.232932e+002	-3.079564e-014	-1.944080e+002	-1.133054e+002	-6.110711e-014	0	2.743284e+001	2.451412e+001	0
8.316946e+001	5.938821e+000	-7.895841e+001	7.644225e+001	1.280184e+001	-1.746705e+002	-9.353998e+001	0	-1.838231e+002	-1.513487e+001	5.309401e-014	0	-6.785406e-001	-3.932584e+001	0	7.874496e+001	-8.586783e+000	-1.712992e+002	-1.234424e+002	3.084011e-014	-1.942014e+002	-1.138527e+002	0	0	2.773861e+001	2.431816e+001	0
8.323663e+001	5.963164e+000	-7.900159e+001	7.647526e+001	1.293816e+001	-1.742960e+002	-9.375681e+001	-2.722798e-014	-1.832353e+002	-1.414403e+001	0	0	-3.681747e-001	-3.994020e+001	0	7.872458e+001	-8.578061e+000	-1.713276e+002	-1.235776e+002	-3.088536e-014	-1.939795e+002	-1.144394e+002	-6.173855e-014	0	2.801803e+001	2.412765e+001	0
8.330290e+001	5.989233e+000	-7.904269e+001	7.651140e+001	1.307679e+001	-1.739266e+002	-9.397781e+001	2.718598e-014	-1.826006e+002	-1.320738e+001	-5.283560e-014	0	-7.588633e-003	-4.051662e+001	0	7.869974e+001	-8.560923e+000	-1.713427e+002	-1.236976e+002	0	-1.937422e+002	-1.150649e+002	-6.200709e-014	0	2.826691e+001	2.394502e+001	0
8.336807e+001	6.017369e+000	-7.908138e+001	7.655076e+001	1.321782e+001	-1.735625e+002	-9.420369e+001	0	-1.819212e+002	-1.232818e+001	-2.635314e-014	0	4.027319e-001	-4.105343e+001	0	7.866995e+001	-8.535840e+000	-1.713419e+002	-1.238010e+002	-3.097867e-014	-1.934896e+002	-1.157271e+002	6.224219e-014	0	2.848204e+001	2.377247e+001	0
8.343200e+001	6.047906e+000	-7.911730e+001	7.659333e+001	1.336126e+001	-1.732036e+002	-9.443503e+001	1.355109e-014	-1.812010e+002	-1.150882e+001	0	0	8.602422e-001	-4.154932e+001	0	7.863473e+001	-8.503397e+000	-1.713233e+002	-1.238869e+002	0	-1.932223e+002	-1.164228e+002	6.244312e-014	0	2.866120e+001	2.361192e+001	0
8.349455e+001	6.081168e+000	-7.915017e+001	7.663901e+001	1.350715e+001	-1.728497e+002	-9.467231e+001	1.353012e-014	-1.804462e+002	-1.075080e+001	2.622786e-014	0	1.359941e+000	-4.200341e+001	0	7.859366e+001	-8.464277e+000	-1.712848e+002	-1.239547e+002	0	-1.929413e+002	-1.171476e+002	-6.260978e-014	0	2.880319e+001	2.346500e+001	0
8.355564e+001	6.117468e+000	-7.917969e+001	7.668764e+001	1.365548e+001	-1.725005e+002	-9.491590e+001	0	-1.796651e+002	-1.005479e+001	2.616875e-014	0	1.894057e+000	-4.241537e+001	0	7.854639e+001	-8.419244e+000	-1.712253e+002	-1.240038e+002	-3.112766e-014	-1.926476e+002	-1.178961e+002	6.274267e-014	0	2.890778e+001	2.333304e+001	0
8.361523e+001	6.157097e+000	-7.920560e+001	7.673897e+001	1.380624e+001	-1.721555e+002	-9.516603e+001	1.348805e-014	-1.788684e+002	-9.420616e+000	0	0	2.451885e+000	-4.278555e+001	0	7.849258e+001	-8.369125e+000	-1.711437e+002	-1.240339e+002	-3.118030e-014	-1.923428e+002	-1.186620e+002	6.284281e-014	0	2.897562e+001	2.321704e+001	0
8.367330e+001	6.200324e+000	-7.922770e+001	7.679269e+001	1.395941e+001	-1.718141e+002	-9.542282e+001	1.346697e-014	-1.780692e+002	-8.847328e+000	-2.606062e-014	0	3.019843e+000	-4.311510e+001	0	7.843197e+001	-8.314792e+000	-1.710393e+002	-1.240446e+002	0	-1.920287e+002	-1.194384e+002	1.258236e-013	0	2.900823e+001	2.311759e+001	0
8.372988e+001	6.247392e+000	-7.924581e+001	7.684842e+001	1.411493e+001	-1.714758e+002	-9.568629e+001	2.689177e-014	-1.772826e+002	-8.333276e+000	-2.601251e-014	0	3.581809e+000	-4.340608e+001	0	7.836431e+001	-8.257145e+000	-1.709120e+002	-1.240360e+002	0	-1.917070e+002	-1.202184e+002	0	0	2.900781e+001	2.303489e+001	0
8.378500e+001	6.298516e+000	-7.925978e+001	7.690574e+001	1.427276e+001	-1.711396e+002	-9.595635e+001	4.027453e-014	-1.765252e+002	-7.876190e+000	-2.596880e-014	0	4.119763e+000	-4.366148e+001	0	7.828943e+001	-8.197093e+000	-1.707618e+002	-1.240079e+002	0	-1.913799e+002	-1.209945e+002	6.296511e-014	0	2.897719e+001	2.296870e+001	0
8.383874e+001	6.353875e+000	-7.926953e+001	7.696417e+001	1.443280e+001	-1.708048e+002	-9.623284e+001	0	-1.758142e+002	-7.473287e+000	-2.592964e-014	0	4.614714e+000	-4.388512e+001	0	7.820719e+001	-8.135534e+000	-1.705893e+002	-1.239605e+002	0	-1.910492e+002	-1.217595e+002	-6.295484e-014	0	2.891965e+001	2.291834e+001	0
8.389119e+001	6.413619e+000	-7.927501e+001	7.702321e+001	1.459499e+001	-1.704706e+002	-9.651550e+001	0	-1.751667e+002	-7.121371e+000	0	0	5.047830e+000	-4.408146e+001	0	7.811748e+001	-8.073348e+000	-1.703951e+002	-1.238939e+002	-3.147109e-014	-1.907169e+002	-1.225064e+002	0	0	2.883882e+001	2.288271e+001	0
8.394245e+001	6.477856e+000	-7.927625e+001	7.708233e+001	1.475923e+001	-1.701359e+002	-9.680402e+001	0	-1.745981e+002	-6.816946e+000	0	0	5.401659e+000	-4.425529e+001	0	7.802028e+001	-8.011376e+000	-1.701804e+002	-1.238081e+002	-3.153532e-014	-1.903849e+002	-1.232288e+002	0	0	2.873850e+001	2.286031e+001	0
8.399264e+001	6.546662e+000	-7.927330e+001	7.714097e+001	1.492541e+001	-1.697999e+002	-9.709806e+001	1.334222e-014	-1.741216e+002	-6.556313e+000	5.167923e-014	0	5.661281e+000	-4.441128e+001	0	7.791556e+001	-7.950412e+000	-1.699465e+002	-1.237035e+002	-3.160165e-014	-1.900549e+002	-1.239206e+002	6.281512e-014	0	2.862261e+001	2.284927e+001	0
8.404187e+001	6.620068e+000	-7.926627e+001	7.719857e+001	1.509342e+001	-1.694617e+002	-9.739721e+001	-1.332232e-014	-1.737468e+002	-6.335672e+000	-2.581835e-014	0	5.815250e+000	-4.455365e+001	0	7.780339e+001	-7.891189e+000	-1.696949e+002	-1.235803e+002	0	-1.897282e+002	-1.245765e+002	6.274380e-014	0	2.849502e+001	2.284741e+001	0
8.409025e+001	6.698067e+000	-7.925531e+001	7.725457e+001	1.526315e+001	-1.691204e+002	-9.770108e+001	1.330288e-014	-1.734795e+002	-6.151198e+000	0	0	5.856223e+000	-4.468574e+001	0	7.768385e+001	-7.834377e+000	-1.694273e+002	-1.234386e+002	0	-1.894058e+002	-1.251920e+002	0	0	2.835950e+001	2.285235e+001	0
8.413788e+001	6.780611e+000	-7.924064e+001	7.730841e+001	1.543445e+001	-1.687751e+002	-9.800924e+001	1.328399e-014	-1.733212e+002	-5.999113e+000	0	0	5.781216e+000	-4.480989e+001	0	7.755710e+001	-7.780573e+000	-1.691454e+002	-1.232789e+002	0	-1.890885e+002	-1.257631e+002	0	0	2.821960e+001	2.286148e+001	0
8.418486e+001	6.867610e+000	-7.922251e+001	7.735955e+001	1.560718e+001	-1.684252e+002	-9.832127e+001	1.326573e-014	-1.732696e+002	-5.875734e+000	0	0	5.591502e+000	-4.492728e+001	0	7.742335e+001	-7.730294e+000	-1.688513e+002	-1.231014e+002	-3.188777e-014	-1.887764e+002	-1.262870e+002	-6.250266e-014	0	2.807861e+001	2.287213e+001	0
8.423125e+001	6.958930e+000	-7.920120e+001	7.740745e+001	1.578122e+001	-1.680698e+002	-9.863678e+001	1.324821e-014	-1.733185e+002	-5.777511e+000	5.153915e-014	0	5.292197e+000	-4.503812e+001	0	7.728285e+001	-7.683978e+000	-1.685467e+002	-1.229065e+002	3.196421e-014	-1.884697e+002	-1.267614e+002	0	0	2.793953e+001	2.288158e+001	0
8.427711e+001	7.054402e+000	-7.917703e+001	7.745164e+001	1.595639e+001	-1.677083e+002	-9.895537e+001	0	-1.734591e+002	-5.701056e+000	-2.576460e-014	0	4.891631e+000	-4.514178e+001	0	7.713592e+001	-7.641983e+000	-1.682337e+002	-1.226944e+002	0	-1.881676e+002	-1.271846e+002	0	0	2.780496e+001	2.288714e+001	0
8.432247e+001	7.153812e+000	-7.915036e+001	7.749164e+001	1.613254e+001	-1.673404e+002	-9.927668e+001	0	-1.736805e+002	-5.643151e+000	-2.576169e-014	0	4.400590e+000	-4.523718e+001	0	7.698295e+001	-7.604583e+000	-1.679140e+002	-1.224656e+002	3.212228e-014	-1.878695e+002	-1.275559e+002	-6.227897e-014	0	2.767714e+001	2.288621e+001	0
8.436732e+001	7.256912e+000	-7.912157e+001	7.752705e+001	1.630951e+001	-1.669655e+002	-9.960038e+001	0	-1.739702e+002	-5.600769e+000	5.152089e-014	0	3.831535e+000	-4.532302e+001	0	7.682437e+001	-7.571973e+000	-1.675896e+002	-1.222204e+002	-3.220360e-014	-1.875740e+002	-1.278750e+002	-6.221791e-014	0	2.755786e+001	2.287633e+001	0
